Regional Team Code,Regional Team Name,Provider Code,Provider Name,Type of Hospital,Month,Year, Total Waiting List , Number waiting 6+ Weeks , Number waiting 13+ Weeks , Percentage waiting 6+ weeks 
Y63,North East and Yorkshire Commissioning Region,RAE,Bradford Teaching Hospitals NHS Foundation Trust,NHS,March,2025,"1,194",60,11,5.0%
Y63,North East and Yorkshire Commissioning Region,RWY,Calderdale and Huddersfield NHS Foundation Trust,NHS,March,2025,"2,910",214,3,7.4%
Y63,North East and Yorkshire Commissioning Region,NVC28,Clifton Park Hospital,Private,March,2025,50,4,0,8.0%
Y63,North East and Yorkshire Commissioning Region,RXP,County Durham and Darlington NHS Foundation Trust,NHS,March,2025,"3,044",13,1,0.4%
Y63,North East and Yorkshire Commissioning Region,RP5,Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust,NHS,March,2025,"2,309",131,18,5.7%
Y63,North East and Yorkshire Commissioning Region,NT447,Duchy Hospital,Private,March,2025,2,0,0,0.0%
Y63,North East and Yorkshire Commissioning Region,RR7,Gateshead Health NHS Foundation Trust,NHS,March,2025,347,3,0,0.9%
Y63,North East and Yorkshire Commissioning Region,RCD,Harrogate and District NHS Foundation Trust,NHS,March,2025,"1,513",626,207,41.4%
Y63,North East and Yorkshire Commissioning Region,NT448,Huddersfield Private Hospital,Private,March,2025,76,0,0,0.0%
Y63,North East and Yorkshire Commissioning Region,RWA,Hull University Teaching Hospitals NHS Trust,NHS,March,2025,"2,985",56,0,1.9%
Y63,North East and Yorkshire Commissioning Region,RR8,Leeds Teaching Hospitals NHS Trust,NHS,March,2025,"3,799",362,36,9.5%
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Teaching NHS Trust,NHS,March,2025,"2,919",1,0,0.0%
Y63,North East and Yorkshire Commissioning Region,RNN,North Cumbria Integrated Care NHS Foundation Trust,NHS,March,2025,"2,140",49,1,2.3%
Y63,North East and Yorkshire Commissioning Region,RVW,North Tees and Hartlepool NHS Foundation Trust,NHS,March,2025,"1,056",147,95,13.9%
Y63,North East and Yorkshire Commissioning Region,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,NHS,March,2025,"5,397","1,329",148,24.6%
Y63,North East and Yorkshire Commissioning Region,RTF,Northumbria Healthcare NHS Foundation Trust,NHS,March,2025,"2,187",22,2,1.0%
Y63,North East and Yorkshire Commissioning Region,NT225,"Nuffield Health, Leeds Hospital",Private,March,2025,52,2,0,3.8%
Y63,North East and Yorkshire Commissioning Region,NT229,"Nuffield Health, Newcastle Upon Tyne Hospital",Private,March,2025,17,0,0,0.0%
Y63,North East and Yorkshire Commissioning Region,NT237,"Nuffield Health, Tees Hospital",Private,March,2025,16,1,0,6.3%
Y63,North East and Yorkshire Commissioning Region,NT245,"Nuffield Health, York Hospital",Private,March,2025,16,3,1,18.8%
Y63,North East and Yorkshire Commissioning Region,NVC14,Park Hill Hospital,Private,March,2025,40,16,0,40.0%
Y63,North East and Yorkshire Commissioning Region,NEY,Pioneer Healthcare Limited,Private,March,2025,155,12,0,7.7%
Y63,North East and Yorkshire Commissioning Region,RCU,Sheffield Children's NHS Foundation Trust,NHS,March,2025,227,31,3,13.7%
Y63,North East and Yorkshire Commissioning Region,RHQ,Sheffield Teaching Hospitals NHS Foundation Trust,NHS,March,2025,"7,171","2,509",242,35.0%
Y63,North East and Yorkshire Commissioning Region,RTR,South Tees Hospitals NHS Foundation Trust,NHS,March,2025,"2,652",97,9,3.7%
Y63,North East and Yorkshire Commissioning Region,R0B,South Tyneside and Sunderland NHS Foundation Trust,NHS,March,2025,"1,491",236,20,15.8%
Y63,North East and Yorkshire Commissioning Region,NT348,Spire Elland Hospital,Private,March,2025,18,0,0,0.0%
Y63,North East and Yorkshire Commissioning Region,NT351,Spire Hull and East Riding Hospital,Private,March,2025,154,7,1,4.5%
Y63,North East and Yorkshire Commissioning Region,NT332,Spire Leeds Hospital,Private,March,2025,21,1,1,4.8%
Y63,North East and Yorkshire Commissioning Region,NT350,Spire Methley Park Hospital,Private,March,2025,32,2,0,6.3%
Y63,North East and Yorkshire Commissioning Region,NT333,Spire Washington Hospital,Private,March,2025,135,5,0,3.7%
Y63,North East and Yorkshire Commissioning Region,NVC0R,Tees Valley Hospital,Private,March,2025,49,4,0,8.2%
Y63,North East and Yorkshire Commissioning Region,NID,The Living Care Group,Private,March,2025,388,0,0,0.0%
Y63,North East and Yorkshire Commissioning Region,RTD,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,NHS,March,2025,"3,342",706,228,21.1%
Y63,North East and Yorkshire Commissioning Region,RFR,The Rotherham NHS Foundation Trust,NHS,March,2025,744,0,0,0.0%
Y63,North East and Yorkshire Commissioning Region,NVC20,The Yorkshire Clinic,Private,March,2025,248,17,12,6.9%
Y63,North East and Yorkshire Commissioning Region,NT440,Thornbury Hospital,Private,March,2025,41,1,0,2.4%
Y63,North East and Yorkshire Commissioning Region,NN4,Tyneside Surgical Services Ltd,Private,March,2025,10,1,0,10.0%
Y63,North East and Yorkshire Commissioning Region,NT457,Woodlands Hospital,Private,March,2025,16,0,0,0.0%
Y63,North East and Yorkshire Commissioning Region,RCB,York and Scarborough Teaching Hospitals NHS Foundation Trust,NHS,March,2025,"3,294","1,097",200,33.3%
Y56,London Commissioning Region,RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust",NHS,February,2025,"2,785",128,52,4.6%
Y56,London Commissioning Region,R1H,Barts Health NHS Trust,NHS,February,2025,"7,114","2,446","1,300",34.4%
Y56,London Commissioning Region,NT405,Bishops Wood Hospital,Private,February,2025,22,0,0,0.0%
Y56,London Commissioning Region,NT406,Blackheath Hospital,Private,February,2025,27,0,0,0.0%
Y56,London Commissioning Region,NT451,Cavell Hospital,Private,February,2025,1,0,0,0.0%
Y56,London Commissioning Region,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,NHS,February,2025,"1,315",184,71,14.0%
Y56,London Commissioning Region,NT409,Chelsfield Park Hospital,Private,February,2025,22,0,0,0.0%
Y56,London Commissioning Region,NT411,Clementine Churchill Hospital,Private,February,2025,14,0,0,0.0%
Y56,London Commissioning Region,RJ6,Croydon Health Services NHS Trust,NHS,February,2025,"1,994",3,0,0.2%
Y56,London Commissioning Region,RVR,Epsom and St Helier University Hospitals NHS Trust,NHS,February,2025,"1,583",16,4,1.0%
Y56,London Commissioning Region,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,NHS,February,2025,"1,143",528,403,46.2%
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,NHS,February,2025,"5,920","1,831",408,30.9%
Y56,London Commissioning Region,NT416,Hendon Hospital,Private,February,2025,1,0,0,0.0%
Y56,London Commissioning Region,RQX,Homerton Healthcare NHS Foundation Trust,NHS,February,2025,"2,526",695,6,27.5%
Y56,London Commissioning Region,RYJ,Imperial College Healthcare NHS Trust,NHS,February,2025,"4,760",625,71,13.1%
Y56,London Commissioning Region,RJZ,King's College Hospital NHS Foundation Trust,NHS,February,2025,"3,762",974,396,25.9%
Y56,London Commissioning Region,NT421,Kings Oak Hospital,Private,February,2025,2,0,0,0.0%
Y56,London Commissioning Region,RAX,Kingston and Richmond NHS Foundation Trust,NHS,February,2025,"2,225",376,99,16.9%
Y56,London Commissioning Region,RJ2,Lewisham and Greenwich NHS Trust,NHS,February,2025,"4,992","1,448",32,29.0%
Y56,London Commissioning Region,NT422,London Independent Hospital,Private,February,2025,38,2,0,5.3%
Y56,London Commissioning Region,R1K,London North West University Healthcare NHS Trust,NHS,February,2025,"2,669",182,23,6.8%
Y56,London Commissioning Region,AY1,Medefer,Private,February,2025,102,45,17,44.1%
Y56,London Commissioning Region,RP6,Moorfields Eye Hospital NHS Foundation Trust,NHS,February,2025,163,3,1,1.8%
Y56,London Commissioning Region,NTP15,Practice Plus Group Hospital - Ilford,Private,February,2025,0,0,0,0.0%
Y56,London Commissioning Region,RAL,Royal Free London NHS Foundation Trust,NHS,February,2025,"4,067",76,0,1.9%
Y56,London Commissioning Region,RAN,Royal National Orthopaedic Hospital NHS Trust,NHS,February,2025,955,17,3,1.8%
Y56,London Commissioning Region,NT436,Shirley Oaks Hospital,Private,February,2025,11,0,0,0.0%
Y56,London Commissioning Region,NT437,Sloane Hospital,Private,February,2025,33,0,0,0.0%
Y56,London Commissioning Region,NT314,Spire London East,Private,February,2025,81,10,6,12.3%
Y56,London Commissioning Region,NT3X3,Spire St Anthony's Hospital,Private,February,2025,114,85,56,74.6%
Y56,London Commissioning Region,RJ7,St George's University Hospitals NHS Foundation Trust,NHS,February,2025,"1,861",2,2,0.1%
Y56,London Commissioning Region,RAS,The Hillingdon Hospitals NHS Foundation Trust,NHS,February,2025,"1,631",332,23,20.4%
Y56,London Commissioning Region,RPY,The Royal Marsden NHS Foundation Trust,NHS,February,2025,199,1,0,0.5%
Y56,London Commissioning Region,RRV,University College London Hospitals NHS Foundation Trust,NHS,February,2025,"4,267",189,8,4.4%
Y56,London Commissioning Region,RKE,Whittington Health NHS Trust,NHS,February,2025,"1,396",16,0,1.1%
Y58,South West Commissioning Region,NT402,Bath Clinic,Private,February,2025,11,0,0,0.0%
Y58,South West Commissioning Region,AC7,Cobalt Health,Private,February,2025,167,3,0,1.8%
Y58,South West Commissioning Region,RBD,Dorset County Hospital NHS Foundation Trust,NHS,February,2025,746,6,0,0.8%
Y58,South West Commissioning Region,NVC04,Duchy Hospital,Private,February,2025,18,1,0,5.6%
Y58,South West Commissioning Region,NVC0Y,Exeter Medical,Private,February,2025,0,0,0,0.0%
Y58,South West Commissioning Region,RTE,Gloucestershire Hospitals NHS Foundation Trust,NHS,February,2025,"2,285",121,23,5.3%
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,NHS,February,2025,443,0,0,0.0%
Y58,South West Commissioning Region,NT419,Harbour Hospital,Private,February,2025,1,0,0,0.0%
Y58,South West Commissioning Region,NVC08,Mount Stuart Hospital,Private,February,2025,19,1,0,5.3%
Y58,South West Commissioning Region,NVC09,New Hall Hospital,Private,February,2025,110,15,9,13.6%
Y58,South West Commissioning Region,RVJ,North Bristol NHS Trust,NHS,February,2025,"2,664",6,0,0.2%
Y58,South West Commissioning Region,NT202,"Nuffield Health, Bournemouth Hospital",Private,February,2025,1,0,0,0.0%
Y58,South West Commissioning Region,NT206,"Nuffield Health, Bristol Hospital (Chesterfield)",Private,February,2025,17,4,0,23.5%
Y58,South West Commissioning Region,NTPH2,Practice Plus Group Hospital - Emersons Green,Private,February,2025,70,13,1,18.6%
Y58,South West Commissioning Region,NTPH5,Practice Plus Group Hospital - Plymouth,Private,February,2025,95,0,0,0.0%
Y58,South West Commissioning Region,NTPH1,Practice Plus Group Hospital - Shepton Mallet,Private,February,2025,119,0,0,0.0%
Y58,South West Commissioning Region,NTPH3,Practice Plus Group Surgical Centre - Devizes,Private,February,2025,29,8,1,27.6%
Y58,South West Commissioning Region,NT430,Ridgeway Hospital,Private,February,2025,2,0,0,0.0%
Y58,South West Commissioning Region,REF,Royal Cornwall Hospitals NHS Trust,NHS,February,2025,"2,833",150,2,5.3%
Y58,South West Commissioning Region,RH8,Royal Devon University Healthcare NHS Foundation Trust,NHS,February,2025,"3,632","1,000",479,27.5%
Y58,South West Commissioning Region,RD1,Royal United Hospitals Bath NHS Foundation Trust,NHS,February,2025,"2,084",719,168,34.5%
Y58,South West Commissioning Region,RNZ,Salisbury NHS Foundation Trust,NHS,February,2025,801,106,23,13.2%
Y58,South West Commissioning Region,RH5,Somerset NHS Foundation Trust,NHS,February,2025,"2,091",499,130,23.9%
Y58,South West Commissioning Region,NT302,Spire Bristol Hospital,Private,February,2025,19,0,0,0.0%
Y58,South West Commissioning Region,G3Z1Q,Sulis Hospital Bath (Foxcote Avenue),Private,February,2025,96,3,0,3.1%
Y58,South West Commissioning Region,RA9,Torbay and South Devon NHS Foundation Trust,NHS,February,2025,764,241,140,31.5%
Y58,South West Commissioning Region,RA7,University Hospitals Bristol and Weston NHS Foundation Trust,NHS,February,2025,"3,942",778,338,19.7%
Y58,South West Commissioning Region,R0D,University Hospitals Dorset NHS Foundation Trust,NHS,February,2025,"2,869",68,6,2.4%
Y58,South West Commissioning Region,RK9,University Hospitals Plymouth NHS Trust,NHS,February,2025,"2,721",251,23,9.2%
Y58,South West Commissioning Region,NVC22,Winfield Hospital,Private,February,2025,38,9,9,23.7%
Y58,South West Commissioning Region,NT443,Winterbourne Hospital,Private,February,2025,6,0,0,0.0%
Y59,South East Commissioning Region,RTK,Ashford and St Peter's Hospitals NHS Foundation Trust,NHS,February,2025,"2,089",100,0,4.8%
Y59,South East Commissioning Region,NVC01,Ashtead Hospital,Private,February,2025,32,0,0,0.0%
Y59,South East Commissioning Region,NWF01,Benenden Hospital,Private,February,2025,0,0,0,0.0%
Y59,South East Commissioning Region,RXQ,Buckinghamshire Healthcare NHS Trust,NHS,February,2025,"1,782",644,35,36.1%
Y59,South East Commissioning Region,NT408,Chaucer Hospital,Private,February,2025,4,0,0,0.0%
Y59,South East Commissioning Region,NT410,Chiltern Hospital,Private,February,2025,9,0,0,0.0%
Y59,South East Commissioning Region,F9Z4V,Circle Reading Hospital,Private,February,2025,3,0,0,0.0%
Y59,South East Commissioning Region,RN7,Dartford and Gravesham NHS Trust,NHS,February,2025,"1,832",1,0,0.1%
Y59,South East Commissioning Region,RVV,East Kent Hospitals University NHS Foundation Trust,NHS,February,2025,"6,728",783,345,11.6%
Y59,South East Commissioning Region,RXC,East Sussex Healthcare NHS Trust,NHS,February,2025,"3,077",222,51,7.2%
Y59,South East Commissioning Region,RDU,Frimley Health NHS Foundation Trust,NHS,February,2025,"1,450",42,5,2.9%
Y59,South East Commissioning Region,NT417,Goring Hall Hospital,Private,February,2025,2,0,0,0.0%
Y59,South East Commissioning Region,RW1,Hampshire and Isle of Wight Healthcare NHS Foundation Trust,NHS,February,2025,"1,325",7,0,0.5%
Y59,South East Commissioning Region,NT418,Hampshire Clinic,Private,February,2025,1,0,0,0.0%
Y59,South East Commissioning Region,RN5,Hampshire Hospitals NHS Foundation Trust,NHS,February,2025,"3,394","1,118",144,32.9%
Y59,South East Commissioning Region,NYR,Healthshare Diagnostics,Private,February,2025,"3,340",9,0,0.3%
Y59,South East Commissioning Region,NV1,Inhealth Limited,Private,February,2025,"4,298",16,3,0.4%
Y59,South East Commissioning Region,R1F,Isle of Wight NHS Trust,NHS,February,2025,368,2,1,0.5%
Y59,South East Commissioning Region,ADP02,Kims Hospital (Newnham Court),Private,February,2025,4,1,1,25.0%
Y59,South East Commissioning Region,RWF,Maidstone and Tunbridge Wells NHS Trust,NHS,February,2025,"1,851",107,60,5.8%
Y59,South East Commissioning Region,DC8,Medical Imaging Partnership Ltd,Private,February,2025,911,13,4,1.4%
Y59,South East Commissioning Region,RPA,Medway NHS Foundation Trust,NHS,February,2025,"1,115",12,6,1.1%
Y59,South East Commissioning Region,NTPAA,Mid & South Buckinghamshire Diagnostic NHS Centre,NHS,February,2025,986,153,33,15.5%
Y59,South East Commissioning Region,NT455,Mount Alvernia Hospital,Private,February,2025,4,0,0,0.0%
Y59,South East Commissioning Region,NVC11,North Downs Hospital,Private,February,2025,55,1,1,1.8%
Y59,South East Commissioning Region,NT205,"Nuffield Health, Brighton Hospital",Private,February,2025,1,0,0,0.0%
Y59,South East Commissioning Region,NT218,"Nuffield Health, Haywards Heath Hospital",Private,February,2025,8,0,0,0.0%
Y59,South East Commissioning Region,NT214,"Nuffield Health, Wessex Hospital",Private,February,2025,3,0,0,0.0%
Y59,South East Commissioning Region,RTH,Oxford University Hospitals NHS Foundation Trust,NHS,February,2025,"6,196",888,138,14.3%
Y59,South East Commissioning Region,RHU,Portsmouth Hospitals University National Health Service NHS Trust,NHS,February,2025,"2,762","1,487","1,016",53.8%
Y59,South East Commissioning Region,NTP11,Practice Plus Group Hospital - Southampton,Private,February,2025,37,36,7,97.3%
Y59,South East Commissioning Region,NTP16,Practice Plus Group Surgical Centre - Gillingham,Private,February,2025,0,0,0,0.0%
Y59,South East Commissioning Region,NT428,Princess Margaret Hospital,Private,February,2025,5,0,0,0.0%
Y59,South East Commissioning Region,RPC,Queen Victoria Hospital NHS Foundation Trust,NHS,February,2025,170,1,1,0.6%
Y59,South East Commissioning Region,RHW,Royal Berkshire NHS Foundation Trust,NHS,February,2025,"2,199",75,12,3.4%
Y59,South East Commissioning Region,RA2,Royal Surrey County Hospital NHS Foundation Trust,NHS,February,2025,"1,238",77,2,6.2%
Y59,South East Commissioning Region,NT431,Runnymede Hospital,Private,February,2025,1,0,0,0.0%
Y59,South East Commissioning Region,NT433,Sarum Road Hospital,Private,February,2025,1,0,0,0.0%
Y59,South East Commissioning Region,NT312,Spire Alexandra Hospital,Private,February,2025,130,13,2,10.0%
Y59,South East Commissioning Region,NT345,Spire Clare Park Hospital,Private,February,2025,10,2,2,20.0%
Y59,South East Commissioning Region,NT344,Spire Dunedin Hospital,Private,February,2025,2,1,0,50.0%
Y59,South East Commissioning Region,NT308,Spire Gatwick Park Hospital,Private,February,2025,122,9,4,7.4%
Y59,South East Commissioning Region,NT364,Spire Montefiore Hospital,Private,February,2025,0,0,0,0.0%
Y59,South East Commissioning Region,NT305,Spire Portsmouth Hospital,Private,February,2025,13,1,0,7.7%
Y59,South East Commissioning Region,NT304,Spire Southampton Hospital,Private,February,2025,10,0,0,0.0%
Y59,South East Commissioning Region,NT343,Spire Thames Valley Hospital,Private,February,2025,2,0,0,0.0%
Y59,South East Commissioning Region,RTP,Surrey and Sussex Healthcare NHS Trust,NHS,February,2025,"1,415",49,19,3.5%
Y59,South East Commissioning Region,RDR,Sussex Community NHS Foundation Trust,NHS,February,2025,471,30,8,6.4%
Y59,South East Commissioning Region,NVC02,The Berkshire Independent Hospital,Private,February,2025,54,12,8,22.2%
Y59,South East Commissioning Region,NVC25,The Cherwell Hospital,Private,February,2025,197,3,0,1.5%
Y59,South East Commissioning Region,NXM01,The Horder Centre - St Johns Road,Private,February,2025,27,3,1,11.1%
Y59,South East Commissioning Region,RHM,University Hospital Southampton NHS Foundation Trust,NHS,February,2025,"2,010",297,6,14.8%
